Release_Date,Title,Popularity,Vote_Count,Vote_Average,Genre,Vote_Group,Release_Year
20-11-2015,Criminal Activities,18.861,245,5.9,"['Thriller', 'Crime', 'Drama']",Medium,2015
12-12-2013,Fir Crazy,18.858,54,5.9,"['Comedy', 'Romance', 'TVMovie']",Medium,2013
03-08-2007,Bratz,18.858,349,5.7,"['Comedy', 'Music']",Medium,2007
25-11-1984,The Ewok Adventure,18.855,239,6,"['Adventure', 'Family', 'Fantasy', 'ScienceFiction', 'TVMovie']",Medium,1984
08-01-2016,Lamb,18.849,43,6.3,['Drama'],Medium,2016
22-03-2000,Romeo Must Die,18.847,900,6.2,"['Action', 'Crime', 'Thriller']",Medium,2000
06-02-1927,Metropolis,18.847,1999,8.2,"['Drama', 'ScienceFiction']",High,1927
08-02-2019,Drunk Parents,18.842,192,4.7,['Comedy'],Low,2019
02-04-2008,The Ruins,18.842,851,5.9,['Horror'],Medium,2008
09-01-2003,Just Married,18.841,1086,5.7,"['Comedy', 'Romance']",Medium,2003
07-09-2018,Next Gen,18.839,586,7,"['Animation', 'Action', 'Adventure', 'Family']",Medium,2018
18-04-2014,13 Sins,18.839,865,6.3,"['Horror', 'Thriller']",Medium,2014
16-12-2016,The Lighthouse of the Orcas,18.838,179,7,"['Drama', 'Romance']",Medium,2016
24-12-2013,Police Story: Lockdown,18.835,250,6,"['Action', 'Crime', 'Drama', 'Thriller']",Medium,2013
09-09-1997,Cube,18.834,3704,6.8,"['Thriller', 'ScienceFiction', 'Mystery']",Medium,1997
26-02-1999,8MM,18.833,1483,6.4,"['Thriller', 'Crime', 'Mystery']",Medium,1999
01-06-2007,Mr. Brooks,18.825,1346,6.9,"['Crime', 'Thriller']",Medium,2007
03-12-2015,My Friend's Wife,18.824,4,6.3,['Romance'],Medium,2015
05-02-1988,The Unbearable Lightness of Being,18.824,320,7.1,"['Comedy', 'Romance', 'Drama']",High,1988
15-11-2019,Waves,18.823,409,7.5,"['Romance', 'Drama']",High,2019
21-07-1984,Macross: Do You Remember Love?,18.823,53,6.9,"['Animation', 'ScienceFiction', 'War', 'Action', 'Romance', 'Music']",Medium,1984
10-08-2012,Grabbers,18.815,334,6.1,"['ScienceFiction', 'Comedy', 'Thriller', 'Horror', 'Mystery']",Medium,2012
17-01-2005,Chaos,18.815,787,6.3,"['Drama', 'Action', 'Crime']",Medium,2005
10-09-2017,Berlin Drifters,18.813,7,5,['Drama'],Low,2017
26-10-2013,Puella Magi Madoka Magica the Movie Part III: Rebellion,18.811,131,7.7,"['Mystery', 'Animation', 'Fantasy']",High,2013
25-05-2018,After the Rain,18.808,28,7.6,"['Romance', 'Drama']",High,2018
30-09-2016,Denial,18.808,521,6.8,"['Drama', 'History']",Medium,2016
04-03-2011,Perras,18.806,142,6.8,"['Thriller', 'Drama', 'Romance']",Medium,2011
28-04-2009,S. Darko,18.804,375,4.3,"['Thriller', 'Crime', 'ScienceFiction', 'Mystery']",Low,2009
31-10-2000,The Crow: Salvation,18.804,241,5.4,"['Action', 'Thriller', 'Crime', 'Fantasy', 'Mystery']",Medium,2000
30-03-1984,Romancing the Stone,18.804,1386,6.7,"['Adventure', 'Action', 'Comedy', 'Romance']",Medium,1984
01-02-2019,Velvet Buzzsaw,18.803,1594,5.3,"['Thriller', 'Mystery', 'Horror']",Medium,2019
01-12-1956,Sissi: The Young Empress,18.802,271,7.2,"['Drama', 'Comedy', 'Romance']",High,1956
20-10-1995,Get Shorty,18.801,773,6.5,"['Comedy', 'Thriller', 'Crime']",Medium,1995
24-09-2004,The Forgotten,18.8,904,5.9,"['Thriller', 'Drama', 'Horror', 'Mystery', 'ScienceFiction']",Medium,2004
08-11-2002,Love Hurts,18.799,187,7.6,"['Drama', 'Romance']",High,2002
25-09-2016,Certain Women,18.798,247,5.9,['Drama'],Medium,2016
13-03-2001,Exit Wounds,18.79,344,5.6,"['Action', 'Crime', 'Thriller']",Medium,2001
09-10-2012,Monster High: Ghouls Rule,18.789,77,6.7,"['Animation', 'Family']",Medium,2012
19-04-1973,High Plains Drifter,18.785,798,7.4,"['Western', 'Drama', 'Mystery']",High,1973
09-03-2006,The Shaggy Dog,18.784,465,4.9,"['Comedy', 'Family']",Low,2006
12-09-1997,The Game,18.784,4915,7.6,"['Drama', 'Thriller', 'Mystery']",High,1997
02-10-2015,Burnt,18.777,2738,6.5,['Drama'],Medium,2015
17-11-1989,All Dogs Go to Heaven,18.777,807,6.7,"['Drama', 'Animation', 'Family', 'Comedy', 'Fantasy']",Medium,1989
06-05-2015,Careful What You Wish For,18.774,327,6.1,"['Drama', 'Thriller']",Medium,2015
16-06-2021,Pray Away,18.773,43,7,['Documentary'],Medium,2021
07-03-2015,Doraemon: Nobita and the Space Heroes,18.772,47,6.1,"['Comedy', 'Animation', 'Family', 'Adventure', 'ScienceFiction', 'Fantasy']",Medium,2015
05-06-1987,Harry and the Hendersons,18.772,541,6.1,"['Comedy', 'Family', 'Fantasy']",Medium,1987
04-02-2017,Lupin the Third: Goemon's Blood Spray,18.77,94,7.9,"['Animation', 'Action', 'Crime']",High,2017
04-10-2006,Shortbus,18.77,368,6.4,"['Romance', 'Drama', 'Comedy']",Medium,2006
16-09-2003,Evil,18.763,241,7.3,['Drama'],High,2003
30-01-1998,Ringu,18.762,979,7.1,"['Horror', 'Thriller']",High,1998
22-02-2020,Time to Hunt,18.76,214,7.2,"['Drama', 'Action', 'Thriller']",High,2020
03-09-2007,Hotel Chevalier,18.756,655,7,"['Drama', 'Romance']",Medium,2007
29-09-2015,Swat: Unit 887,18.754,16,5,"['Thriller', 'Action']",Low,2015
07-11-1963,"It's a Mad, Mad, Mad, Mad World",18.752,407,7,"['Action', 'Adventure', 'Comedy', 'Crime']",Medium,1963
20-03-2014,Muppets Most Wanted,18.751,676,6.3,"['Comedy', 'Adventure', 'Crime', 'Family']",Medium,2014
04-12-1998,Psycho,18.749,776,5.1,"['Mystery', 'Thriller', 'Horror']",Medium,1998
24-12-2003,Cold Mountain,18.746,1401,6.9,"['Adventure', 'Drama', 'History', 'Romance']",Medium,2003
11-07-2021,Jackass Shark Week,18.741,4,5.5,"['Comedy', 'Action', 'Documentary']",Medium,2021
27-03-2009,The Haunting in Connecticut,18.74,892,6.2,"['Thriller', 'Horror']",Medium,2009
11-05-1984,Firestarter,18.739,490,6.2,"['Horror', 'Thriller', 'ScienceFiction']",Medium,1984
21-10-2013,Green Street Hooligans: Underground,18.737,113,5.3,"['Action', 'Drama']",Medium,2013
10-03-2022,Iblis Dalam Kandungan,18.733,0,0,['Horror'],,2022
31-01-2013,Bullet to the Head,18.732,1007,5.5,"['Action', 'Crime', 'Thriller']",Medium,2013
31-10-1999,Mickey's Once Upon a Christmas,18.726,513,7.1,"['Animation', 'Family', 'Comedy']",High,1999
21-08-2020,Words on Bathroom Walls,18.725,397,8,"['Drama', 'Romance']",High,2020
04-12-1990,Awakenings,18.725,1844,7.8,['Drama'],High,1990
21-11-2007,August Rush,18.725,2316,7.4,"['Family', 'Drama', 'Music']",High,2007
31-08-1949,The Third Man,18.725,1339,8,"['Thriller', 'Mystery']",High,1949
14-11-2017,Batman vs. Two-Face,18.724,130,6.4,"['Action', 'Animation', 'Comedy']",Medium,2017
31-10-2019,Motherless Brooklyn,18.723,1099,6.7,"['Drama', 'Thriller']",Medium,2019
12-07-2002,Reign of Fire,18.723,1749,6.1,"['Adventure', 'Action', 'Fantasy']",Medium,2002
01-07-1987,Adventures in Babysitting,18.722,491,6.8,['Comedy'],Medium,1987
29-09-2017,Zombies,18.721,31,5.6,"['Horror', 'Action', 'Thriller', 'Mystery']",Medium,2017
17-07-2008,Felon,18.721,646,7.2,"['Action', 'Crime', 'Drama', 'Mystery']",High,2008
25-03-2016,The Whole Truth,18.716,902,6.5,"['Drama', 'Thriller']",Medium,2016
17-05-1977,Playing with Love,18.716,47,5.1,['Drama'],Medium,1977
08-06-2010,Mortal Kombat: Rebirth,18.715,103,6.7,"['Action', 'Fantasy']",Medium,2010
03-02-2000,The Beach,18.713,3551,6.4,"['Drama', 'Adventure', 'Romance', 'Thriller']",Medium,2000
15-09-2000,Almost Famous,18.712,2110,7.5,"['Drama', 'Music']",High,2000
09-10-2020,Clouds,18.71,802,8.4,"['Music', 'Drama', 'Romance']",High,2020
19-08-2014,Scooby-Doo! Frankencreepy,18.709,142,7.7,"['Mystery', 'Animation', 'Family', 'Comedy']",High,2014
01-02-1991,My Own Private Idaho,18.708,866,7.1,"['Drama', 'Adventure']",High,1991
14-02-1991,Nothing but Trouble,18.707,256,5.2,"['Comedy', 'Adventure']",Medium,1991
28-04-2021,Get the Grift,18.706,70,6.6,"['Comedy', 'Crime']",Medium,2021
19-11-2020,Dance of the Forty One,18.704,138,8,"['Drama', 'History']",High,2020
04-05-2018,Tully,18.704,1167,6.8,"['Comedy', 'Drama']",Medium,2018
22-07-2011,Another Earth,18.702,1290,6.7,"['Drama', 'ScienceFiction']",Medium,2011
21-11-1931,Frankenstein,18.702,1110,7.5,"['Drama', 'Horror', 'ScienceFiction']",High,1931
19-05-2003,Dogville,18.701,1892,7.8,"['Crime', 'Drama', 'Thriller']",High,2003
10-02-1989,The Fly II,18.7,455,5.5,"['Horror', 'ScienceFiction', 'Thriller']",Medium,1989
26-05-2014,Petals on the Wind,18.694,171,6.4,"['TVMovie', 'Romance', 'Thriller']",Medium,2014
01-10-2002,Boat Trip,18.694,502,5.3,['Comedy'],Medium,2002
17-03-2001,Visitor Q,18.694,316,6.4,"['Comedy', 'Drama', 'Horror', 'Thriller']",Medium,2001
31-08-2012,Fire with Fire,18.69,558,5.7,"['Action', 'Crime', 'Drama', 'Thriller']",Medium,2012
19-08-2016,Boy Missing,18.683,216,6.4,"['Mystery', 'Thriller']",Medium,2016
09-10-1992,1492: Conquest of Paradise,18.683,605,6.1,"['Action', 'Adventure', 'Drama', 'History']",Medium,1992
18-05-2010,Of Gods and Men,18.682,280,6.7,"['Drama', 'History']",Medium,2010
18-08-2018,The Seven Deadly Sins: Prisoners of the Sky,18.677,886,7.6,"['Action', 'Adventure', 'Fantasy', 'Animation']",High,2018
05-08-1988,The Blob,18.675,620,6.7,"['Horror', 'ScienceFiction']",Medium,1988
24-05-2019,Assimilate,18.671,195,6.5,"['Horror', 'Thriller', 'ScienceFiction']",Medium,2019
20-01-2001,Intimacy,18.669,414,6.4,"['Romance', 'Drama']",Medium,2001
27-01-2009,Hulk vs. Wolverine,18.664,186,7.1,"['Animation', 'Action', 'ScienceFiction', 'Adventure', 'Fantasy']",High,2009
17-03-2004,The Chorus,18.663,1937,7.7,['Drama'],High,2004
24-12-1925,Battleship Potemkin,18.663,840,7.7,"['Drama', 'History']",High,1925
27-12-2007,The Great Debaters,18.662,439,7.2,['Drama'],High,2007
29-07-2005,The Skeleton Key,18.661,1630,6.6,"['Drama', 'Horror', 'Mystery', 'Thriller']",Medium,2005
01-10-1998,A Night at the Roxbury,18.66,678,6.6,"['Comedy', 'Music', 'Romance']",Medium,1998
19-09-2018,Climax,18.657,1518,7.1,"['Drama', 'Horror', 'Music']",High,2018
10-09-1988,Paperhouse,18.656,98,6.8,"['Drama', 'Fantasy', 'Horror']",Medium,1988
08-02-1980,The Fog,18.654,1069,6.7,['Horror'],Medium,1980
06-08-2004,Open Water,18.653,852,5.5,"['Drama', 'Thriller', 'Horror']",Medium,2004
07-09-2007,The Assassination of Jesse James by the Coward Robert Ford,18.651,1946,7.1,"['Action', 'Drama', 'Western']",High,2007
11-04-2007,Perfect Stranger,18.648,715,5.8,['Thriller'],Medium,2007
01-02-2014,The Hungover Games,18.645,396,4.1,['Comedy'],Low,2014
20-07-2011,Apollo 18,18.64,784,5.3,"['Horror', 'Thriller', 'ScienceFiction']",Medium,2011
03-03-2022,Whindersson Nunes: É de Mim Mesmo,18.637,12,6.8,['Comedy'],Medium,2022
11-03-2022,Ash & Dust,18.634,0,0,"['Crime', 'Thriller']",,2022
21-02-2003,The Life of David Gale,18.632,1561,7.4,"['Drama', 'Thriller', 'Crime']",High,2003
14-11-1980,Raging Bull,18.628,3274,8,"['Drama', 'History']",High,1980
26-10-2005,How Much Do You Love Me?,18.623,113,5.7,"['Comedy', 'Romance']",Medium,2005
26-10-2018,Air Strike,18.621,178,4.9,"['Drama', 'War', 'Action', 'Adventure']",Low,2018
14-06-2019,Shaft,18.62,1350,6.6,"['Action', 'Crime']",Medium,2019
23-01-2020,The Turning,18.618,758,6,"['Horror', 'Thriller']",Medium,2020
16-09-1953,The Robe,18.618,171,6.8,"['Drama', 'History']",Medium,1953
31-10-2002,The Santa Clause 2,18.617,1003,5.9,"['Fantasy', 'Comedy', 'Family']",Medium,2002
31-05-1995,La Haine,18.616,2874,8.1,['Drama'],High,1995
03-12-2013,Iron Man & Hulk: Heroes United,18.615,144,5.7,"['Action', 'Adventure', 'Animation', 'Family']",Medium,2013
29-02-2016,Mr. Right,18.614,1100,6.4,"['Comedy', 'Action', 'Romance', 'Crime']",Medium,2016
23-06-1976,Logan's Run,18.614,678,6.6,"['Action', 'ScienceFiction']",Medium,1976
18-03-2014,Marvel Studios: Assembling a Universe,18.607,125,7.1,"['TVMovie', 'Documentary']",High,2014
25-03-1983,Fire and Ice,18.607,169,6.5,"['Animation', 'Fantasy', 'ScienceFiction']",Medium,1983
19-06-2020,Disclosure,18.604,100,8.2,['Documentary'],High,2020
25-12-2014,The Gambler,18.6,1114,5.9,"['Thriller', 'Crime', 'Drama']",Medium,2014
19-05-2006,See No Evil,18.6,492,5.4,"['Horror', 'Thriller']",Medium,2006
08-03-2018,Gringo,18.595,596,5.9,"['Comedy', 'Action']",Medium,2018
06-06-2013,V/H/S/2,18.595,775,6.3,"['Horror', 'Thriller']",Medium,2013
03-07-2015,Cartel Land,18.591,295,7.2,"['Drama', 'Documentary']",High,2015
04-06-2015,Obsession,18.589,135,6.2,"['Romance', 'Thriller']",Medium,2015
12-07-2014,K: Missing Kings,18.589,34,6.4,"['Animation', 'Fantasy', 'Action']",Medium,2014
29-12-1964,Kwaidan,18.587,254,7.8,"['Fantasy', 'Horror', 'Drama']",High,1964
22-12-2010,True Grit,18.585,4309,7.3,"['Drama', 'Adventure', 'Western']",High,2010
21-10-2010,Open Season 3,18.58,445,5.7,"['Adventure', 'Animation', 'Family', 'Comedy']",Medium,2010
07-11-2019,The Personal History of David Copperfield,18.579,332,6.5,['Comedy'],Medium,2019
20-10-2017,Cold Skin,18.578,440,6.2,"['Horror', 'Fantasy', 'Drama']",Medium,2017
18-10-2014,Finders Keepers,18.578,140,4.7,"['Mystery', 'Thriller', 'Horror']",Low,2014
01-05-1987,Creepshow 2,18.574,394,6.2,"['Horror', 'Comedy']",Medium,1987
22-12-2016,Sexology,18.573,4,4.8,['Documentary'],Low,2016
15-12-2012,Scooby-Doo! Mask of the Blue Falcon,18.573,114,7.9,"['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family']",High,2012
08-12-2017,Pyewacket,18.572,232,5.9,"['Thriller', 'Horror', 'Drama']",Medium,2017
25-12-2016,Live by Night,18.571,1090,6.2,"['Crime', 'Drama', 'Thriller']",Medium,2016
11-04-2009,Crows Zero II,18.568,145,7.2,"['Action', 'Thriller']",High,2009
09-09-2016,The Disappointments Room,18.564,374,4.5,"['Horror', 'Drama', 'Thriller']",Low,2016
02-11-2017,Gnome Alone,18.56,193,6.2,"['Family', 'Adventure', 'Animation', 'Comedy', 'Fantasy']",Medium,2017
10-02-2017,Kiss and Cry,18.559,384,7.4,"['Romance', 'Drama', 'Music', 'TVMovie']",High,2017
26-03-2015,Get Hard,18.559,2224,6,['Comedy'],Medium,2015
09-10-2020,Percy,18.558,43,7,['Drama'],Medium,2020
22-05-2014,Mommy,18.556,2241,8.3,['Drama'],High,2014
20-04-1935,The Bride of Frankenstein,18.556,658,7.6,"['Drama', 'Horror', 'ScienceFiction']",High,1935
16-06-2012,Piranhaconda,18.554,106,5.2,"['Horror', 'ScienceFiction', 'Comedy']",Medium,2012
19-06-2014,What We Do in the Shadows,18.553,2744,7.6,"['Comedy', 'Horror']",High,2014
24-01-2013,Spring Breakers,18.552,3360,5.2,"['Drama', 'Crime']",Medium,2013
02-10-2017,Blue My Mind,18.551,175,6.8,"['Fantasy', 'Drama']",Medium,2017
09-10-1984,A Christmas Carol,18.546,241,7.3,"['Drama', 'Fantasy', 'TVMovie', 'Family']",High,1984
06-10-2015,The Ouija Exorcism,18.54,24,4.2,['Horror'],Low,2015
03-12-2008,A Matter of Loaf and Death,18.539,360,7.3,"['Animation', 'Comedy', 'Family']",High,2008
14-12-2018,The Girl Next Door 2,18.538,4,8.3,['Romance'],High,2018
16-04-1992,Hard Boiled,18.538,536,7.6,"['Action', 'Thriller', 'Crime']",High,1992
19-12-2002,25th Hour,18.538,1864,7.4,"['Crime', 'Drama']",High,2002
18-12-1987,*batteries not included,18.534,534,6.7,"['ScienceFiction', 'Comedy', 'Family', 'Fantasy']",Medium,1987
23-07-2010,Sin tetas no hay paraíso,18.531,46,7.2,"['Crime', 'Drama']",High,2010
16-01-2009,Notorious,18.531,533,6.9,"['Music', 'Drama', 'History']",Medium,2009
13-09-2011,Marvel One-Shot: The Consultant,18.524,340,6.5,"['Adventure', 'Fantasy', 'ScienceFiction', 'Action']",Medium,2011
11-10-2007,X-Cross,18.522,31,6.2,"['Action', 'Horror']",Medium,2007
04-08-1989,Lock Up,18.52,881,6.7,"['Action', 'Crime']",Medium,1989
28-01-2017,Antiporno,18.518,285,6.9,['Drama'],Medium,2017
16-09-2015,Forsaken,18.509,257,6,['Western'],Medium,2015
07-09-2014,Cake,18.509,783,6.3,['Drama'],Medium,2014
01-01-1986,Blue Velvet,18.504,2480,7.6,"['Drama', 'Crime', 'Mystery', 'Thriller']",High,1986
01-06-2021,Potter's Ground,18.501,28,6.3,"['Drama', 'Thriller', 'Western']",Medium,2021
28-04-1998,The Idiots,18.501,387,6.5,"['Comedy', 'Drama']",Medium,1998
20-12-1966,The Sand Pebbles,18.499,176,7.2,"['Adventure', 'War']",High,1966
21-04-2012,A Letter to Momo,18.496,271,7.5,"['Comedy', 'Fantasy', 'Animation', 'Drama', 'Family']",High,2012
17-11-2017,A Christmas Prince,18.495,1272,6.7,"['Romance', 'TVMovie']",Medium,2017
23-12-1973,Magnum Force,18.495,763,7.2,"['Drama', 'Crime', 'Action']",High,1973
27-05-2014,Tapped Out,18.493,45,5.7,"['Action', 'Drama']",Medium,2014
11-11-2012,The Snitch Cartel,18.492,66,7,"['Drama', 'Crime']",Medium,2012
17-05-2009,Middle Men,18.492,229,6.5,"['Drama', 'Comedy', 'Crime']",Medium,2009
11-05-1936,Dracula's Daughter,18.491,101,6.2,"['Drama', 'Fantasy', 'Horror']",Medium,1936
26-07-2014,Phineas and Ferb: Star Wars,18.488,138,7.1,"['Animation', 'Comedy', 'Family', 'ScienceFiction', 'Adventure', 'TVMovie']",High,2014
28-09-2006,The Guardian,18.487,1170,7.1,"['Drama', 'Action']",High,2006
14-07-1971,Dirty Harry,18.486,1781,7.5,"['Action', 'Crime', 'Thriller']",High,1971
25-02-2022,Big Gold Brick,18.483,6,4.1,"['Comedy', 'Fantasy']",Low,2022
14-07-2005,Stuart Little 3: Call of the Wild,18.482,392,5.3,"['Fantasy', 'Animation', 'Comedy', 'Family']",Medium,2005
04-11-2011,A Very Harold & Kumar Christmas,18.48,748,6,['Comedy'],Medium,2011
02-12-2011,The Smurfs: A Christmas Carol,18.479,202,6.7,"['Comedy', 'Family', 'Animation']",Medium,2011
16-02-1990,Revenge,18.479,337,6.6,"['Romance', 'Thriller', 'Drama']",Medium,1990
28-10-2010,Scared Shrekless,18.478,303,6.4,"['Animation', 'Comedy']",Medium,2010
08-02-2002,Big Fat Liar,18.477,664,5.9,"['Family', 'Comedy', 'Adventure']",Medium,2002
06-11-2015,Spotlight,18.475,7056,7.8,"['Drama', 'History']",High,2015
30-01-2004,Ginger Snaps 2: Unleashed,18.47,234,6.5,"['Drama', 'Horror']",Medium,2004
25-08-2015,LEGO DC Comics Super Heroes: Justice League - Attack of the Legion of Doom!,18.465,85,6.9,"['Animation', 'Action', 'Adventure', 'Family', 'Comedy']",Medium,2015
13-06-2019,Hollow Point,18.464,106,6.8,['Action'],Medium,2019
28-02-2006,Just My Luck,18.463,1579,6.1,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Romance']",Medium,2006
09-03-2018,Thoroughbreds,18.461,867,6.4,"['Drama', 'Thriller']",Medium,2018
25-04-1997,Volcano,18.461,1142,5.8,"['ScienceFiction', 'Action', 'Drama', 'Thriller']",Medium,1997
14-03-2013,The Place Beyond the Pines,18.454,4029,6.9,"['Drama', 'Crime']",Medium,2013
15-08-1991,Once Upon a Time in China,18.449,301,7.2,"['Action', 'Drama']",High,1991
17-05-2018,Burning,18.446,1109,7.4,"['Mystery', 'Drama', 'Thriller']",High,2018
27-07-2013,Porno,18.446,32,5.5,['Drama'],Medium,2013
19-12-2009,Naruto: The Cross Roads,18.445,15,6.2,['Animation'],Medium,2009
17-05-2016,Cyborg X,18.445,53,5.8,"['Action', 'Horror', 'ScienceFiction']",Medium,2016
11-01-1960,Eyes Without a Face,18.445,496,7.6,"['Drama', 'Horror', 'Thriller']",High,1960
25-04-2007,Next,18.445,2374,6,"['Action', 'ScienceFiction', 'Thriller']",Medium,2007
18-06-2003,High Tension,18.433,971,6.7,"['Horror', 'Thriller', 'Mystery']",Medium,2003
07-12-2017,Bullet Head,18.431,416,4.9,"['Drama', 'Crime', 'Thriller']",Low,2017
28-09-2013,The Garden of Sinners: Future Gospel,18.431,37,7.3,"['Animation', 'ScienceFiction']",High,2013
28-05-2009,2022 Tsunami,18.431,8,4.6,['Action'],Low,2009
17-03-2004,Spartacus,18.425,52,6.8,"['Action', 'Drama']",Medium,2004
07-03-2019,The Professor and the Madman,18.423,838,7.2,"['History', 'Drama', 'Mystery', 'Thriller']",High,2019
19-04-2006,The Sentinel,18.423,602,6,"['Action', 'Thriller', 'Crime']",Medium,2006
26-03-2010,Greenberg,18.422,430,5.8,"['Comedy', 'Drama', 'Romance']",Medium,2010
04-11-2016,Loving,18.419,784,6.7,"['Drama', 'Romance']",Medium,2016
16-03-2017,Female Fight Squad,18.418,68,6.5,['Action'],Medium,2017
27-09-2018,Paskal,18.416,55,7.7,"['Action', 'War']",High,2018
09-08-1985,Amazonia: The Catherine Miles Story,18.416,117,6.2,"['Adventure', 'Drama', 'Horror']",Medium,1985
09-06-1994,Police Academy: Mission to Moscow,18.415,629,4.5,"['Comedy', 'Crime']",Low,1994
22-01-1999,The Boondock Saints,18.415,1872,7.3,"['Action', 'Thriller', 'Crime']",High,1999
03-07-2002,The Powerpuff Girls Movie,18.413,214,6.6,"['Animation', 'Action', 'Family']",Medium,2002
18-01-2014,Flowers in the Attic,18.412,299,6.6,"['Drama', 'Mystery', 'Thriller', 'TVMovie']",Medium,2014
23-06-1971,Klute,18.412,284,6.8,"['Mystery', 'Thriller', 'Crime']",Medium,1971
20-01-2011,Shaolin,18.411,276,6.8,"['Action', 'Drama']",Medium,2011
04-12-2020,Captain Underpants: Mega Blissmas,18.409,7,5.7,"['Animation', 'Family', 'Comedy']",Medium,2020
28-07-1995,The Net,18.408,1001,5.9,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Action']",Medium,1995
27-01-1995,Before Sunrise,18.407,3088,8,"['Drama', 'Romance']",High,1995
12-07-2004,The Librarian: Quest for the Spear,18.405,500,6.2,"['Adventure', 'Action', 'Fantasy']",Medium,2004
08-01-2016,Diablo,18.404,136,4.8,"['Action', 'Adventure', 'Thriller', 'Western']",Low,2016
24-08-2012,Premium Rush,18.403,1727,6.3,"['Crime', 'Action', 'Thriller']",Medium,2012
02-12-2016,The Promise,18.402,332,6.9,"['History', 'Romance', 'Drama']",Medium,2016
19-08-2011,Flypaper,18.4,611,6.4,"['Mystery', 'Comedy', 'Crime']",Medium,2011
18-05-1987,Beverly Hills Cop II,18.399,1823,6.4,"['Action', 'Comedy', 'Crime']",Medium,1987
07-09-2013,Begin Again,18.393,3202,7.2,"['Comedy', 'Music', 'Romance', 'Drama']",High,2013
14-12-1985,Beautiful Teacher in Torture Hell,18.385,12,5.7,['Horror'],Medium,1985
19-09-2003,"Spring, Summer, Fall, Winter... and Spring",18.385,785,7.8,['Drama'],High,2003
10-07-2015,Ricki and the Flash,18.382,620,5.8,"['Comedy', 'Drama', 'Music']",Medium,2015
12-04-2013,42,18.378,1449,7.1,['Drama'],High,2013
18-05-1990,A Grand Day Out,18.377,626,7.5,"['Animation', 'Comedy', 'Family']",High,1990
05-08-1983,Risky Business,18.374,959,6.5,"['Comedy', 'Romance', 'Drama']",Medium,1983
28-11-2007,Awake,18.372,1074,6.4,"['Thriller', 'Crime', 'Mystery']",Medium,2007
17-06-2021,"Civil War (Or, Who Do We Think We Are)",18.371,1,2,['Documentary'],Low,2021
14-12-2006,Curse of the Golden Flower,18.369,556,6.8,"['Action', 'Drama', 'Fantasy']",Medium,2006
04-05-2018,Incoming,18.362,60,4.5,"['Action', 'ScienceFiction', 'Thriller']",Low,2018
07-09-2016,Frantz,18.361,562,7.4,"['History', 'Drama', 'Romance']",High,2016
11-02-2011,Margin Call,18.36,1300,6.8,"['Thriller', 'Drama']",Medium,2011
17-04-1902,A Trip to the Moon,18.356,1284,8,"['Adventure', 'Fantasy', 'ScienceFiction']",High,1902
01-09-2000,Highlander: Endgame,18.355,302,4.9,"['Action', 'Fantasy']",Low,2000
19-10-1939,Mr. Smith Goes to Washington,18.35,767,8,"['Comedy', 'Drama']",High,1939
12-12-1986,The Golden Child,18.346,832,5.9,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Mystery']",Medium,1986
05-07-1991,Crazy Safari,18.345,29,5,"['Action', 'Comedy']",Low,1991
25-01-2019,Iron Sky: The Coming Race,18.344,256,5.1,"['Action', 'Comedy', 'Fantasy', 'ScienceFiction', 'Adventure']",Medium,2019
23-06-2012,Berserk: The Golden Age Arc II - The Battle for Doldrey,18.344,245,7.4,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Animation']",High,2012
29-11-2014,Christmas Under Wraps,18.343,134,5.8,"['TVMovie', 'Romance']",Medium,2014
19-10-1979,...And Justice for All,18.343,350,7.1,"['Crime', 'Drama', 'Thriller']",High,1979
13-04-2018,Sgt. Stubby: An American Hero,18.342,101,7.4,"['Animation', 'Adventure', 'Family', 'History', 'War']",High,2018
06-12-1996,Daylight,18.342,1197,6.1,"['Action', 'Adventure', 'Thriller']",Medium,1996
14-05-2002,So Close,18.34,173,6.8,"['Action', 'Thriller']",Medium,2002
27-12-2012,Escape from Planet Earth,18.338,622,5.7,"['Animation', 'Comedy', 'Adventure', 'Family', 'ScienceFiction']",Medium,2012
13-03-2012,Scooby-Doo! Music of the Vampire,18.335,154,7.8,"['Family', 'Animation', 'Mystery', 'Adventure', 'Comedy', 'Fantasy', 'Music']",High,2012
06-11-1996,Set It Off,18.333,256,7.2,"['Crime', 'Drama', 'Thriller']",High,1996
31-01-2001,Brotherhood of the Wolf,18.333,1144,6.7,"['Adventure', 'Horror', 'Action', 'History']",Medium,2001
22-05-2019,Rocketman,18.332,3721,7.4,"['Music', 'Drama', 'History']",High,2019
04-10-2013,Grace Unplugged,18.332,51,6.2,"['Drama', 'Music']",Medium,2013
20-04-2000,U-571,18.328,916,6.4,"['War', 'Drama', 'Action', 'Thriller']",Medium,2000
12-05-2018,Fahrenheit 451,18.321,666,5.4,"['Drama', 'ScienceFiction', 'Thriller']",Medium,2018
15-11-2017,The Star,18.32,417,6.1,"['Comedy', 'Adventure', 'Family', 'Fantasy', 'Animation']",Medium,2017
19-05-2004,House of Flying Daggers,18.319,1225,7.3,"['Adventure', 'Drama', 'Action', 'Romance']",High,2004
